x	Molecules Profile avg
-5.57492700819585	0.37170000000000053
-5.462302220151489	0.3563000000000004
-5.3496774321071285	0.27160000000000023
-5.237052644062768	0.27650000000000047
-5.124427856018407	0.28560000000000046
-5.011803067974047	0.26390000000000036
-4.899178279929687	0.3031000000000005
-4.786553491885326	0.29750000000000043
-4.673928703840965	0.36400000000000027
-4.561303915796604	0.38430000000000053
-4.448679127752244	0.37940000000000046
-4.336054339707884	0.3682000000000004
-4.223429551663523	0.4053000000000006
-4.1108047636191625	0.40670000000000023
-3.9981799755748018	0.4389000000000007
-3.885555187530441	0.41790000000000016
-3.7729303994860803	0.3934000000000005
-3.6603056114417196	0.49700000000000083
-3.547680823397359	0.4543000000000005
-3.4350560353529986	0.3199000000000004
-3.322431247308638	0.33390000000000053
-3.209806459264277	0.3339000000000003
-3.097181671219917	0.3059000000000004
-2.9845568831755562	0.27300000000000024
-2.8719320951311955	0.2751000000000005
-2.759307307086835	0.1799000000000003
-2.646682519042474	0.2604000000000004
-2.534057730998114	0.32690000000000047
-2.421432942953753	0.32550000000000057
-2.3088081549093924	0.3633000000000004
-2.196183366865032	0.40390000000000054
-2.0835585788206714	0.45360000000000067
-1.9709337907763107	0.45430000000000065
-1.85830900273195	0.39340000000000047
-1.7456842146875893	0.44730000000000064
-1.633059426643229	0.46900000000000075
-1.5204346385988678	0.41510000000000075
-1.407809850554508	0.4060000000000005
-1.2951850625101473	0.3192000000000003
-1.1825602744657866	0.38080000000000047
-1.0699354864214259	0.3164000000000004
-0.9573106983770652	0.2709000000000003
-0.8446859103327045	0.3038000000000003
-0.7320611222883437	0.26950000000000024
-0.6194363342439839	0.19320000000000015
-0.5068115461996232	0.34020000000000034
-0.3941867581552625	0.1981000000000002
-0.2815619701109018	0.20510000000000023
-0.16893718206654107	0.2660000000000004
-0.056312394022180357	0.30800000000000033
0.056312394022180357	0.3346000000000005
0.16893718206654107	0.46410000000000057
0.2815619701109018	0.3801000000000003
0.3941867581552616	0.45570000000000066
0.5068115461996223	0.3556000000000005
0.619436334243983	0.4172000000000005
0.7320611222883437	0.3640000000000005
0.8446859103327045	0.36750000000000044
0.9573106983770652	0.33320000000000044
1.0699354864214259	0.41790000000000055
1.1825602744657857	0.3710000000000005
1.2951850625101464	0.38010000000000044
1.4078098505545071	0.3276000000000001
1.5204346385988678	0.23660000000000028
1.6330594266432286	0.22680000000000036
1.7456842146875893	0.2772000000000004
1.85830900273195	0.2422000000000004
1.9709337907763107	0.2828000000000005
2.0835585788206714	0.3129000000000005
2.1961833668650312	0.35910000000000053
2.308808154909392	0.36890000000000056
2.4214329429537527	0.36190000000000033
2.5340577309981143	0.41090000000000054
2.646682519042473	0.4228000000000005
2.759307307086834	0.4032000000000004
2.8719320951311946	0.43330000000000063
2.9845568831755553	0.38150000000000056
3.097181671219916	0.37940000000000057
3.2098064592642768	0.4053000000000006
3.3224312473086375	0.3850000000000007
3.435056035352998	0.3815000000000003
3.547680823397359	0.3157000000000004
3.6603056114417196	0.2821000000000003
3.7729303994860803	0.3178000000000002
3.885555187530441	0.2303000000000004
3.9981799755748018	0.2835000000000005
4.1108047636191625	0.24150000000000046
4.223429551663523	0.30590000000000045
4.336054339707882	0.3297000000000003
4.448679127752243	0.3353000000000004
4.5613039157966035	0.32200000000000034
4.673928703840964	0.35910000000000025
4.786553491885325	0.4382000000000004
4.899178279929686	0.5040000000000009
5.011803067974046	0.3542000000000007
5.124427856018407	0.5089000000000007
5.237052644062768	0.4515000000000004
5.3496774321071285	0.37310000000000043
5.462302220151489	0.35840000000000055
5.57492700819585	0.4018000000000005
