7.985691703301E+06 -2.232500118526E+00
1.202719600082E+05 -2.106243046853E+00
1.202719600082E+05 -2.106243046853E+00
1.560032282250E+03 -1.227608846041E+00
6.405819921415E+06 -2.133674964131E+00
1.014594337718E+05 -2.046530222951E+00
1.192981107967E+05 -1.959524398035E+00
2.336966404631E+03 -1.226128559000E+00
5.097106527764E+06 -2.038746673902E+00
8.243388123700E+04 -1.982932106466E+00
1.101936439985E+05 -1.818933287892E+00
3.134394903373E+03 -1.223507061812E+00
6.405819921415E+06 -2.133674964131E+00
1.192981107967E+05 -1.959524398035E+00
1.014594337718E+05 -2.046530222951E+00
2.336966404631E+03 -1.226128559000E+00
5.421857344901E+06 -2.053817528193E+00
9.743261577004E+04 -1.905291815417E+00
9.743261577004E+04 -1.905291815417E+00
3.250121629805E+03 -1.211201044399E+00
4.479471623918E+06 -1.973658221455E+00
7.517848646011E+04 -1.845744408932E+00
8.317087542610E+04 -1.758178558035E+00
3.927513939653E+03 -1.189630401067E+00
5.097106527764E+06 -2.038746673902E+00
1.101936439985E+05 -1.818933287892E+00
8.243388123700E+04 -1.982932106466E+00
3.134394903373E+03 -1.223507061812E+00
4.479471623918E+06 -1.973658221455E+00
8.317087542610E+04 -1.758178558035E+00
7.517848646011E+04 -1.845744408932E+00
3.927513939653E+03 -1.189630401067E+00
3.802410955068E+06 -1.905725213201E+00
5.604145862308E+04 -1.683893989317E+00
5.604145862308E+04 -1.683893989317E+00
4.055788799545E+03 -1.139439566977E+00
