11265.63031642
-1645147.91093518 -25026509.21420664 -493814314.95891976
-22697.89961602 -1108324.72143972
-22697.89961602 -1108324.72143972
-2726.34273816 0.00000000
16950.06513737
-2018756.86372145 -32703674.82641137 -682539151.05186236
-28211.06385523 -1433794.54447993
-38636.03324985 -1783802.19827226
-4718.67005386 0.00000000
22908.56527257
-2401693.31976794 -41456260.28941779 -913161474.08786035
-33930.53034712 -1800095.20406873
-58103.28751992 -2759622.63365054
-7193.83784876 0.00000000
16950.06513737
-2018756.86372145 -32703674.82641137 -682539151.05186236
-38636.03324985 -1783802.19827226
-28211.06385523 -1433794.54447993
-4718.67005386 0.00000000
25502.76372394
-2486695.33168388 -42674336.26942832 -937237601.05622971
-48279.67720911 -2295170.50128623
-48279.67720911 -2295170.50128623
-8225.36146702 0.00000000
34467.81606242
-2968460.54018509 -54014507.26930670 -1246738509.23541951
-58353.48642957 -2865625.94268607
-72952.83220121 -3534821.89060378
-12629.45327504 0.00000000
22908.56527257
-2401693.31976794 -41456260.28941779 -913161474.08786035
-58103.28751992 -2759622.63365054
-33930.53034712 -1800095.20406873
-7193.83784876 0.00000000
34467.81606242
-2968460.54018509 -54014507.26930670 -1246738509.23541951
-72952.83220121 -3534821.89060378
-58353.48642957 -2865625.94268607
-12629.45327504 0.00000000
46584.37638260
-3554431.35760032 -68264892.77530095 -1649712958.97769809
-88561.75922201 -4392860.58860485
-88561.75922201 -4392860.58860485
-19516.02949618 0.00000000
