-1.220799623497E+03  1.710542792425E+04 -8.059154978795E+04  1.278676838578E+05
-2.614675103691E+02  4.254802204552E+03 -2.321185143327E+04  4.246511371611E+04
-3.077603794036E+02  4.909998512669E+03 -2.630291613469E+04  4.732609624572E+04
-1.572163099845E+02  2.663562534526E+03 -1.512905985167E+04  2.879970817040E+04
-1.078430926928E+02  1.889101076079E+03 -1.107969638790E+04  2.174218554707E+04
-6.380779532069E+01  1.164791184720E+03 -7.108452685294E+03  1.448434700342E+04
-3.891729607169E+01  7.363907638148E+02 -4.650662436190E+03  9.784124777295E+03
-2.291506230268E+01  4.487625884061E+02 -2.927362336907E+03  6.342456009743E+03
-1.389188417450E+01  2.796947097578E+02 -1.871417207590E+03  4.144088613488E+03
-5.904611235789E+00  1.239435881495E+02 -8.590394935245E+02  1.950613529220E+03
-1.174566379706E+00  2.461340269202E+01 -1.637334926357E+02  3.282452247799E+02
-4.995664283023E-02 -6.895812031277E-01  2.603337351863E+01 -1.461581600198E+02
 3.289656259389E-01 -9.783110600779E+00  9.877677581483E+01 -3.401276985495E+02
 3.297860007200E-01 -9.803634372150E+00  9.894788784721E+01 -3.406031210056E+02
 7.951050381199E-02 -3.045944641256E+00  3.812641400951E+01 -1.581318874228E+02
 2.657198542812E-01 -8.352661157370E+00  8.853784413501E+01 -3.177605498943E+02
 5.553779322339E-02 -2.047102135368E+00  2.548130528578E+01 -1.075690025444E+02
 4.515235681153E-02 -1.704391133315E+00  2.171157041207E+01 -9.374693431781E+01
-2.640040741766E+01  3.718511033955E+02 -1.762915828811E+03  2.818056586333E+03
-6.396618418847E+00  1.038913428890E+02 -5.664354395236E+02  1.037235553411E+03
-7.126711702611E+00  1.142227073331E+02 -6.151677284157E+02  1.113857951473E+03
-3.671936899537E+00  6.267004072335E+01 -3.587422420550E+02  6.887003936159E+02
-2.932472812435E+00  5.106997236625E+01 -2.980850317062E+02  5.829741649705E+02
-1.233620731259E+00  2.312693209791E+01 -1.448809271326E+02  3.029820511164E+02
-1.243443084997E+00  2.329567809055E+01 -1.458472952426E+02  3.048268244176E+02
-4.858800634001E-01  9.679436351665E+00 -6.426902294521E+01  1.419082811081E+02
-4.018372302206E-01  8.104635103585E+00 -5.443278151622E+01  1.214291760783E+02
-1.653188089174E-01  3.492551735732E+00 -2.445442131293E+01  5.647648559829E+01
-3.136632241916E-02  6.795985152356E-01 -4.764081109295E+00  1.053310910829E+01
-6.560812322476E-03  1.214889175475E-01 -5.783718008596E-01  6.912959294591E-02
 2.441641084938E-03 -9.454058274232E-02  1.149634423650E+00 -4.538288329177E+00
 1.500777686342E-02 -4.149871216319E-01  3.873517894187E+00 -1.225621352893E+01
-7.455180285586E-03  1.914462683600E-01 -1.583778426335E+00  4.113844528051E+00
 9.466081518301E-03 -2.908418704514E-01  2.998256720706E+00 -1.039685168023E+01
 8.416359875473E-04 -3.208928639662E-02  4.105435024508E-01 -1.770532372394E+00
 1.188060857910E-03 -4.353510087141E-02  5.366071594521E-01 -2.233380550410E+00
-2.640040741766E+01  3.718511033955E+02 -1.762915828811E+03  2.818056586333E+03
-6.396618418847E+00  1.038913428890E+02 -5.664354395236E+02  1.037235553411E+03
-7.126711702611E+00  1.142227073331E+02 -6.151677284157E+02  1.113857951473E+03
-3.671936899537E+00  6.267004072335E+01 -3.587422420550E+02  6.887003936159E+02
-2.932472812435E+00  5.106997236625E+01 -2.980850317062E+02  5.829741649705E+02
-1.233620731259E+00  2.312693209791E+01 -1.448809271326E+02  3.029820511164E+02
-1.243443084997E+00  2.329567809055E+01 -1.458472952426E+02  3.048268244176E+02
-4.858800634001E-01  9.679436351665E+00 -6.426902294521E+01  1.419082811081E+02
-4.018372302206E-01  8.104635103585E+00 -5.443278151622E+01  1.214291760783E+02
-1.653188089174E-01  3.492551735732E+00 -2.445442131293E+01  5.647648559829E+01
-3.136632241916E-02  6.795985152356E-01 -4.764081109295E+00  1.053310910829E+01
-6.560812322476E-03  1.214889175475E-01 -5.783718008596E-01  6.912959294591E-02
 2.441641084938E-03 -9.454058274232E-02  1.149634423650E+00 -4.538288329177E+00
 1.500777686342E-02 -4.149871216319E-01  3.873517894187E+00 -1.225621352893E+01
-7.455180285586E-03  1.914462683600E-01 -1.583778426335E+00  4.113844528051E+00
 9.466081518301E-03 -2.908418704514E-01  2.998256720706E+00 -1.039685168023E+01
 8.416359875473E-04 -3.208928639662E-02  4.105435024508E-01 -1.770532372394E+00
 1.188060857910E-03 -4.353510087141E-02  5.366071594521E-01 -2.233380550410E+00
 1.913005287213E-01  3.577967451169E+00 -5.120315574005E+01  1.467582738691E+02
-3.528731413544E+00  5.340443148930E+01 -2.736633405153E+02  4.778309542255E+02
-1.239807157134E+00  2.099505481913E+01 -1.206995590479E+02  2.371813117663E+02
-1.089045168902E+00  1.874351331409E+01 -1.094911037373E+02  2.185823251949E+02
-5.643327351964E-01  1.051239943985E+01 -6.645089969381E+01  1.435638054983E+02
-5.879127393100E-01  1.089942511243E+01 -6.856834856922E+01  1.474253704943E+02
-1.693024100132E-01  3.694290853728E+00 -2.723004393922E+01  6.836812270398E+01
-2.895000190984E-01  5.854258878882E+00 -4.016835091290E+01  9.420179911328E+01
-1.439047482788E-01  3.125731083891E+00 -2.312369711198E+01  5.871010942953E+01
-7.613385251401E-02  1.803862251258E+00 -1.452939006069E+01  4.008448952549E+01
-5.760889217102E-02  1.414786242927E+00 -1.180549578247E+01  3.372789258849E+01
-2.899785846575E-02  7.710221125070E-01 -6.977152755407E+00  2.165677237727E+01
-1.694344507044E-02  4.817472030965E-01 -4.663210195456E+00  1.548696644153E+01
-1.017912557744E-02  3.092770043329E-01 -3.197373474409E+00  1.133418846467E+01
-7.409646484984E-03  2.345076610684E-01 -2.524516994746E+00  9.315846693724E+00
-4.819365850126E-03  1.606944313883E-01 -1.823381303322E+00  7.095859744525E+00
-3.019875621191E-03  1.066888378489E-01 -1.283125764213E+00  5.294373478428E+00
-3.692291711568E-04  1.921390964266E-02 -3.208609408320E-01  1.765916309200E+00
-1.325045659370E+03  1.861274550376E+04 -8.797969567911E+04  1.401775028247E+05
-2.900489800707E+02  4.748523458209E+03 -2.607398054239E+04  4.803825229539E+04
-3.448254556365E+02  5.523784263241E+03 -2.973145132070E+04  5.378991218781E+04
-1.814863081942E+02  3.086397993541E+03 -1.760769871106E+04  3.368841521126E+04
-1.258117880520E+02  2.213083924632E+03 -1.304141402881E+04  2.572986310102E+04
-7.688860239078E+01  1.408367488257E+03 -8.629270390761E+03  1.766615050327E+04
-4.774333126771E+01  9.067317840719E+02 -5.751292731147E+03  1.216232020464E+04
-2.869719107894E+01  5.643888195522E+02 -3.700156554790E+03  8.065883596615E+03
-1.792964930002E+01  3.626348458871E+02 -2.440052821709E+03  5.442455481398E+03
-7.925181785033E+00  1.675475930843E+02 -1.171984877534E+03  2.694973383878E+03
-1.911264574765E+00  4.125618381496E+01 -2.879509986478E+02  6.322416827456E+02
-2.232681237257E-01  3.277108790494E+00 -3.114246951098E+00 -7.983448763527E+01
 3.076937438831E-01 -9.465332311198E+00  9.882013594664E+01 -3.516457965246E+02
 2.878306007735E-01 -8.958300867560E+00  9.450594465459E+01 -3.394097395828E+02
 2.393167688317E-01 -7.648058328065E+00  8.271045867165E+01 -3.040134279499E+02
 2.030888852679E-01 -6.615340219096E+00  7.289752974972E+01 -2.729325308554E+02
 9.302465093316E-02 -3.313348195931E+00  3.987698265567E+01 -1.628620278968E+02
 4.366839691747E-02 -1.684609032677E+00  2.196103417535E+01 -9.717085927199E+01
-2.716225637141E+01  3.825815514253E+02 -1.814682734673E+03  2.904091165718E+03
-6.125760726278E+00  1.007877027307E+02 -5.564287492052E+02  1.031323885893E+03
-7.299762940178E+00  1.174032812015E+02 -6.348152950842E+02  1.154590964095E+03
-3.918968791356E+00  6.695406905193E+01 -3.838759785629E+02  7.385254741089E+02
-2.892289776194E+00  5.084889386298E+01 -2.996638321042E+02  5.917469431653E+02
-1.599811742015E+00  2.958932031224E+01 -1.830997924282E+02  3.787107980028E+02
-1.174447847666E+00  2.226751521698E+01 -1.410896291623E+02  2.983638767778E+02
